Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,37ecbplus2_1,Earthquake,0,A powerful earthquake in Indonesia's Aceh province,AnZhu,06-05-20 15:52,,,50,1.65,2,2
●,37ecbplus2_1,IDN\IDN-Misc\Victims,0,at least five people,AnZhu,06-05-20 15:52,,,20,0.66,2,2
●,37ecbplus2_1,IDN\IDN-Misc\Victims,0,dozens,AnZhu,06-05-20 15:53,,,6,0.2,2,2
●,37ecbplus2_1,Quake consequences,0,flattened buildings,AnZhu,06-05-20 15:53,,,19,0.63,2,2
●,37ecbplus2_1,Quake consequences,0,sparked landslides,AnZhu,06-05-20 15:53,,,18,0.6,2,2
●,37ecbplus2_1,Quake consequences,0,killing at least five people,AnZhu,06-05-20 15:53,,,28,0.93,2,2
●,37ecbplus2_1,Quake consequences,0,injuring dozens,AnZhu,06-05-20 15:54,,,15,0.5,2,2
●,37ecbplus2_1,IDN\IDN-Misc\Victims,0,Five dead,AnZhu,06-05-20 15:54,,,9,0.3,1,1
●,37ecbplus2_1,IDN\IDN-Misc\Victims,0,dozens injured,AnZhu,06-05-20 15:54,,,14,0.46,1,1
●,37ecbplus2_1,Earthquake,0,Indonesia quake,AnZhu,06-05-20 15:54,,,15,0.5,1,1
●,37ecbplus2_1,Earthquake,0,the quake-triggered tsunami of 2004,AnZhu,06-05-20 15:54,,,35,1.16,2,2
●,37ecbplus2_1,Earthquake,0,The 6.1-magnitude quake,AnZhu,06-05-20 15:54,,,23,0.76,3,3
●,37ecbplus2_1,Quake consequences,0,destroyed houses in the district,AnZhu,06-05-20 15:56,,,32,1.06,3,3
●,37ecbplus2_1,Aceh,0,the provincial capital Banda Aceh,AnZhu,06-05-20 15:56,,,33,1.09,3,3
●,37ecbplus2_1,Quake consequences,0,triggered several landslides,AnZhu,06-05-20 15:56,,,28,0.93,3,3
●,37ecbplus2_1,IDN\IDN-I,0,Police,AnZhu,06-05-20 15:58,,,6,0.2,3,3
●,37ecbplus2_1,IDN\IDN-I,0,troops,AnZhu,06-05-20 15:58,,,6,0.2,3,3
●,37ecbplus2_1,Quake consequences,0,roads badly damaged and blocked,AnZhu,06-05-20 15:59,,,31,1.02,3,3
●,37ecbplus2_1,Quake consequences,0,the walls of houses reduced to rubble,AnZhu,06-05-20 15:59,,,37,1.22,3,3
●,37ecbplus2_1,IDN\IDN-Misc\Victims,0,Five people,AnZhu,06-05-20 15:59,,,11,0.36,4,4
●,37ecbplus2_1,Earthquake,0,the quake,AnZhu,06-05-20 16:00,,,9,0.3,4,4
●,37ecbplus2_1,IDN\Fauzi,0,"Fauzi, an official from the local disaster agency",AnZhu,06-05-20 16:00,,,49,1.62,4,4
●,37ecbplus2_1,IDN,0,the local disaster agency,AnZhu,06-05-20 16:00,,,25,0.83,4,4
●,37ecbplus2_1,Quake consequences,0,engulfed a coffee plantation,AnZhu,06-05-20 16:01,,,28,0.93,4,4
●,37ecbplus2_1,Quake consequences,0,killing one man,AnZhu,06-05-20 16:01,,,15,0.5,4,4
●,37ecbplus2_1,IDN\Fauzi,0,the official who uses one name,AnZhu,06-05-20 16:01,,,30,0.99,4,4
●,37ecbplus2_1,IDN\IDN-Misc\Victims,0,A man,AnZhu,06-05-20 16:01,,,5,0.17,4,4
●,37ecbplus2_1,IDN\IDN-Misc,0,his wife,AnZhu,06-05-20 16:02,,,8,0.26,4,4
●,37ecbplus2_1,Earthquake,0,the quake,AnZhu,06-05-20 16:02,,,9,0.3,4,4
●,37ecbplus2_1,Quake consequences,0,a landslide caused by the quake,AnZhu,06-05-20 16:02,,,31,1.02,4,4
●,37ecbplus2_1,IDN\IDN-Misc,0,his wife,AnZhu,06-05-20 16:02,,,8,0.26,4,4
●,37ecbplus2_1,IDN\IDN-Misc,0,another woman,AnZhu,06-05-20 16:02,,,13,0.43,4,4
●,37ecbplus2_1,IDN\IDN-Misc\Victims,0,Four other people,AnZhu,06-05-20 16:02,,,17,0.56,4,4
●,37ecbplus2_1,Earthquake,0,the quake,AnZhu,06-05-20 16:02,,,9,0.3,4,4
●,37ecbplus2_1,IDN\IDN-Misc\Victims,0,One of the fatalities,AnZhu,06-05-20 16:03,,,21,0.69,4,4
●,37ecbplus2_1,IDN\IDN-Misc\Victims,0,a child,AnZhu,06-05-20 16:03,,,7,0.23,4,4
●,37ecbplus2_1,Quake consequences,0,a wall collapsed,AnZhu,06-05-20 16:03,,,16,0.53,4,4
●,37ecbplus2_1,IDN\Suryani,0,"Ema Suryani, a doctor at a health clinic in Lampahan city in the district",AnZhu,06-05-20 16:03,,,73,2.41,4,4
●,37ecbplus2_1,IDN\IDN-Misc\Victims,0,around 50 people with injuries,AnZhu,06-05-20 16:03,,,30,0.99,4,4
●,37ecbplus2_1,IDN\Suryani,0,the doctor,AnZhu,06-05-20 16:04,,,10,0.33,4,4
●,37ecbplus2_1,IDN\IDN-Misc\Victims,0,around 30 people seriously injured,AnZhu,06-05-20 16:04,,,34,1.12,4,4
●,37ecbplus2_1,IDN\IDN-Misc\Victims,0,Injured people,AnZhu,06-05-20 16:04,,,14,0.46,4,4
●,37ecbplus2_1,Quake consequences,0,damaged by the quake,AnZhu,06-05-20 16:04,,,20,0.66,5,5
