Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,38ecbplus2_10,Earthquake,0,4-plus earthquake,AnZhu,07-05-20 13:41,,,17,2.45,1,1
●,38ecbplus2_10,USA\USA-Misc,0,sleepers,AnZhu,07-05-20 13:45,,,8,1.15,2,2
●,38ecbplus2_10,Earthquake,0,An earthquake,AnZhu,07-05-20 13:45,,,13,1.87,2,2
●,38ecbplus2_10,Earthquake,0,The quake,AnZhu,07-05-20 13:45,,,9,1.29,3,3
●,38ecbplus2_10,Quake occured,0,occurred at 2:09 a.m. about 14 miles northc-cnortheast of Healdsburg,AnZhu,07-05-20 13:49,,,68,9.78,3,3
●,38ecbplus2_10,Earthquake,0,earthquakes,AnZhu,07-05-20 13:49,,,11,1.58,3,3
●,38ecbplus2_10,Earthquake,0,the largest earthquake,AnZhu,07-05-20 13:49,,,22,3.17,3,3
●,38ecbplus2_10,Earthquake,0,the earthquake,AnZhu,07-05-20 13:49,,,14,2.01,4,4
●,38ecbplus2_10,USA\USGS,0,the U.S. Geological Survey,AnZhu,07-05-20 13:55,,,26,3.74,2,2
●,38ecbplus2_11,Earthquake,0,A California earthquake,AnZhu,07-05-20 13:35,,,23,1.55,2,2
●,38ecbplus2_11,Earthquake,0,California earthquake,AnZhu,07-05-20 13:35,,,21,1.41,1,1
●,38ecbplus2_11,Earthquake,0,The strong and shallow quake,AnZhu,07-05-20 13:36,,,28,1.88,3,3
●,38ecbplus2_11,Sacramento,0,Sacramento,AnZhu,07-05-20 13:38,,,10,0.67,1,1
●,38ecbplus2_11,Sacramento,0,Santa Rosa,AnZhu,07-05-20 13:38,,,10,0.67,2,2
●,38ecbplus2_11,USA\USA-I,0,Officials,AnZhu,07-05-20 13:38,,,9,0.61,3,3
●,38ecbplus2_11,Earthquake,0,a 4.6 magnitude California earthquake,AnZhu,07-05-20 13:39,,,37,2.49,3,3
●,38ecbplus2_11,Earthquake,0,The quake,AnZhu,07-05-20 13:39,,,9,0.61,3,3
●,38ecbplus2_11,Earthquake,0,the quake,AnZhu,07-05-20 13:39,,,9,0.61,3,3
●,38ecbplus2_11,Earthquake,0,the quake,AnZhu,07-05-20 13:39,,,9,0.61,3,3
●,38ecbplus2_11,Earthquake,0,the quake,AnZhu,07-05-20 13:39,,,9,0.61,4,4
●,38ecbplus2_11,Earthquake,0,The quake,AnZhu,07-05-20 13:39,,,9,0.61,4,4
●,38ecbplus2_11,Sacramento,0,northwest of Sacramento,AnZhu,07-05-20 13:40,,,23,1.55,4,4
●,38ecbplus2_11,Earthquake,0,the quake,AnZhu,07-05-20 13:40,,,9,0.61,4,4
●,38ecbplus2_11,Earthquake,0,The quake,AnZhu,07-05-20 13:40,,,9,0.61,4,4
●,38ecbplus2_11,USA\USA-I,0,Officials,AnZhu,07-05-20 13:41,,,9,0.61,4,4
●,38ecbplus2_11,Sacramento,0,seventy-three miles west of Sacramento,AnZhu,07-05-20 13:41,,,38,2.56,4,4
●,38ecbplus2_11,Earthquake,0,a 3.0 quake,AnZhu,07-05-20 13:41,,,11,0.74,5,5
●,38ecbplus2_11,Earthquake,0,The quake,AnZhu,07-05-20 13:41,,,9,0.61,5,5
●,38ecbplus2_11,Earthquake,0,The quake,AnZhu,07-05-20 13:41,,,9,0.61,5,5
●,38ecbplus2_11,Quake occured,0,began in the predawn morning hours today,AnZhu,07-05-20 13:46,,,40,2.69,3,3
●,38ecbplus2_11,Quake occured,0,has erupted outside Santa Rosa,AnZhu,07-05-20 13:46,,,30,2.02,2,2
●,38ecbplus2_11,Quake occured,0,erupts outside Sacramento,AnZhu,07-05-20 13:46,,,25,1.68,1,1
●,38ecbplus2_11,Quake occured,0,began today shortly after 2:09 am PST,AnZhu,07-05-20 13:46,,,37,2.49,3,3
●,38ecbplus2_11,USA\USA-Misc,0,injuries,AnZhu,07-05-20 13:47,,,8,0.54,3,3
●,38ecbplus2_11,Quake occured,0,began only one mile below ground level,AnZhu,07-05-20 13:47,,,38,2.56,3,3
●,38ecbplus2_11,Quake occured,0,began near Clearlake,AnZhu,07-05-20 13:47,,,20,1.34,4,4
●,38ecbplus2_11,Quake occured,0,was northwest of Sacramento,AnZhu,07-05-20 13:47,,,27,1.82,4,4
●,38ecbplus2_11,Quake occured,0,began two miles northeast of The Geysers,AnZhu,07-05-20 13:47,,,40,2.69,4,4
●,38ecbplus2_11,Quake occured,0,began twelve miles east of Clovedale,AnZhu,07-05-20 13:47,,,36,2.42,4,4
●,38ecbplus2_11,Earthquake,0,the quake,AnZhu,07-05-20 13:48,,,9,0.61,4,4
●,38ecbplus2_11,Quake occured,0,began seventy-three miles west of Sacramento,AnZhu,07-05-20 13:48,,,44,2.96,4,4
