Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,39ecbplus2_1,Capaldi,0,Peter Capaldi,AnZhu,07-May-20 14:59:03,,,13,0.37,1,1
●,39ecbplus2_1,Capaldi,0,Actor Peter Capaldi,AnZhu,07-May-20 14:59:13,,,19,0.54,2,2
●,39ecbplus2_1,Capaldi,0,the new star of BBC sci-fi series Doctor Who,AnZhu,07-May-20 14:59:31,,,44,1.24,2,2
●,39ecbplus2_1,Capaldi,0,The 55-year-old Glasgow-born star,AnZhu,07-May-20 14:59:34,,,33,0.93,2,2
●,39ecbplus2_1,Capaldi,0,the 12th actor to play the Doctor,AnZhu,07-May-20 14:59:39,,,33,0.93,2,2
●,39ecbplus2_1,Smith,0,out-going lead Matt Smith,AnZhu,07-May-20 15:00:08,,,25,0.71,2,2
●,39ecbplus2_1,Capaldi,0,Capaldi,AnZhu,07-May-20 15:00:11,,,7,0.20,2,2
●,39ecbplus2_1,Capaldi,0,The actor,AnZhu,07-May-20 15:00:29,,,9,0.25,3,3
●,39ecbplus2_1,Capaldi,0,the bookmakers' favourite to take on the role,AnZhu,07-May-20 15:00:35,,,45,1.27,3,3
●,39ecbplus2_1,Capaldi,0,Capaldi,AnZhu,07-May-20 15:00:48,,,7,0.20,3,3
●,39ecbplus2_1,Hartnell,0,William Hartnell,AnZhu,07-May-20 15:01:23,,,16,0.45,3,3
●,39ecbplus2_1,Hartnell,0,the first Doctor in 1963,AnZhu,07-May-20 15:01:30,,,24,0.68,3,3
●,39ecbplus2_1,Moffat,0,"Steven Moffat, the show's lead writer and executive producer",AnZhu,07-May-20 15:02:29,,,60,1.69,4,4
●,39ecbplus2_1,Capaldi,0,Capaldi,AnZhu,07-May-20 15:08:03,,,7,0.20,4,4
●,39ecbplus2_1,Capaldi,0,One of the most talented actors of his generation,AnZhu,07-May-20 15:08:28,,,49,1.38,5,5
●,39ecbplus2_1,Dr Who series,0,Doctor Who,AnZhu,07-May-20 15:08:55,,,10,0.28,1,1
●,39ecbplus2_1,Become new Dr Who,0,has been announced as the new star of BBC sci-fi series Doctor Who,AnZhu,07-May-20 15:09:50,,,66,1.86,2,2
●,39ecbplus2_1,Become new Dr Who,0,revealed as 12th Doctor,AnZhu,07-May-20 15:09:54,,,23,0.65,1,1
●,39ecbplus2_1,Become new Dr Who,0,will be the 12th actor to play the Doctor,AnZhu,07-May-20 15:09:59,,,41,1.16,2,2
●,39ecbplus2_1,Become new Dr Who,0,this secret,AnZhu,07-May-20 15:10:18,,,11,0.31,2,2
●,39ecbplus2_1,Become new Dr Who,0,the news,AnZhu,07-May-20 15:10:29,,,8,0.23,2,2
●,39ecbplus2_1,Become new Dr Who,0,becoming the next Doctor,AnZhu,07-May-20 15:10:38,,,24,0.68,3,3
●,39ecbplus2_1,Dr Who series,0,Doctor Who,AnZhu,07-May-20 15:10:53,,,10,0.28,3,3
