Color,Document name,Code,Weight score,Segment,Author,Creation date,Comment,Document group,Area,Coverage %,Beginning,End
●,41ecbplus2_1,SDN,0,Sudan,AnZhu,08-May-20 13:38:01,,,5,0.16,1,1
●,41ecbplus2_1,Yida camp,0,Yida refugee camp,AnZhu,08-May-20 13:38:14,,,17,0.55,1,1
●,41ecbplus2_1,Bombing,0,bombs Yida refugee camp,AnZhu,08-May-20 13:38:17,,,23,0.74,1,1
●,41ecbplus2_1,SSD,0,South Sudan,AnZhu,08-May-20 13:38:21,,,11,0.35,1,1
●,41ecbplus2_1,SDN,0,"The Sudan Armed Forces, or SAF",AnZhu,08-May-20 13:38:26,,,30,0.97,2,2
●,41ecbplus2_1,Bombing,0,attacked a refugee camp in South Sudan,AnZhu,08-May-20 13:38:32,,,38,1.22,2,2
●,41ecbplus2_1,Yida camp,0,a refugee camp,AnZhu,08-May-20 13:38:39,,,14,0.45,2,2
●,41ecbplus2_1,SSD,0,South Sudan,AnZhu,08-May-20 13:38:44,,,11,0.35,2,2
●,41ecbplus2_1,USA\Enough Project,0,Enough Project,AnZhu,08-May-20 13:38:51,,,14,0.45,2,2
●,41ecbplus2_1,SSD\SSD-Misc\Casualties,0,no one was killed,AnZhu,08-May-20 13:39:08,,,17,0.55,2,2
●,41ecbplus2_1,Bombing,0,the attack,AnZhu,08-May-20 13:39:14,,,10,0.32,2,2
●,41ecbplus2_1,SSD,0,the Unity state government,AnZhu,08-May-20 13:39:23,,,26,0.84,2,2
●,41ecbplus2_1,SSD\SSD-Misc\Casualties,0,casualty figures,AnZhu,08-May-20 13:39:30,,,16,0.51,2,2
●,41ecbplus2_1,SDN,0,SAF,AnZhu,08-May-20 13:39:38,,,3,0.10,2,2
●,41ecbplus2_1,Bombing,0,the attack,AnZhu,08-May-20 13:39:43,,,10,0.32,2,2
●,41ecbplus2_1,Bombing,0,At least four bombs were reportedly dropped,AnZhu,08-May-20 13:39:56,,,43,1.38,3,3
●,41ecbplus2_1,SSD\SSD-Misc,0,Sources on the ground,AnZhu,08-May-20 13:40:03,,,21,0.68,3,3
●,41ecbplus2_1,USA\Enough Project,0,Enough,AnZhu,08-May-20 13:40:07,,,6,0.19,3,3
●,41ecbplus2_1,Bombing,0,"one bomb, which did not explode, fell directly within the camp",AnZhu,08-May-20 13:40:13,,,62,1.99,3,3
●,41ecbplus2_1,Bombing,0,several more falling in the close vicinity,AnZhu,08-May-20 13:40:22,,,42,1.35,3,3
●,41ecbplus2_1,USA\USA-Misc,0,A Reuters correspondent,AnZhu,08-May-20 13:40:28,,,23,0.74,3,3
●,41ecbplus2_1,Bombing,0,a large explosion,AnZhu,08-May-20 13:40:34,,,17,0.55,3,3
